image,label,logit_f3net,logit_FIRE,logit_freqnet,logit_spsl,logit_srm
danet/cdf/frames/id0_id16_0003/051.png,1,-1.505373359,13.369730949401855,-1.8747652769088743,-0.7423204183578491,-0.2944858372211456
danet/cdf/frames/id0_id16_0003/409.png,1,-0.878071547,13.397187232971191,-5.824671745300293,-0.4652826189994812,-0.010056572034955
danet/cdf/frames/id0_id16_0003/614.png,1,-1.942374468,12.278255462646484,0.8037968277931213,-0.0824333429336547,-0.0015671101864427
danet/cdf/frames/id0_id16_0003/921.png,1,-1.245638251,12.98578929901123,-3.9987192153930655,-0.7785201072692871,-0.3118232488632202
danet/cdf/frames/id0_id16_0004/189.png,1,-2.089995623,12.931647300720217,5.933184623718262,-0.7579823732376099,-0.2698923945426941
danet/cdf/frames/id0_id16_0004/727.png,1,1.207709550857544,10.897809028625488,2.4442832469940186,1.6122958660125732,0.2903951406478882
danet/cdf/frames/id0_id16_0004/759.png,1,0.048919939,11.690593719482422,11.010172843933104,0.8562694787979126,0.2652750611305237
danet/cdf/frames/id0_id16_0004/886.png,1,-1.018088579,10.86122989654541,8.458392143249512,0.2666447758674621,0.2317169308662414
danet/cdf/frames/id0_id16_0007/1161.png,1,-2.297403574,11.61489200592041,12.63310432434082,-0.775072455406189,-0.2900779247283935
danet/cdf/frames/id0_id16_0007/1254.png,1,-2.157379389,11.8775053024292,5.810593605041504,-0.5175927877426147,-0.2879045605659485
danet/cdf/frames/id0_id16_0007/650.png,1,-1.598638654,12.846531867980955,12.671181678771973,-0.2141731232404709,-0.3245461285114288
danet/cdf/frames/id0_id16_0007/743.png,1,-1.821133375,12.57224178314209,9.627812385559082,0.2968469560146332,-0.3017358481884002
danet/cdf/frames/id0_id17_0000/1270.png,1,0.7332566976547241,13.448549270629885,-2.8629684448242188,2.340867042541504,0.2922467887401581
danet/cdf/frames/id0_id17_0000/590.png,1,1.1853697299957275,13.10250186920166,1.0568547248840332,2.2763211727142334,0.2631402313709259
danet/cdf/frames/id0_id17_0000/635.png,1,1.93485164642334,11.596261024475098,-1.0963163375854492,3.848567247390747,0.33669313788414
danet/cdf/frames/id0_id17_0000/680.png,1,0.8464404344558716,12.16364574432373,-2.328605890274048,1.42854642868042,0.3500056862831116
danet/cdf/frames/id0_id1_0000/317.png,1,0.7239941954612732,13.14035415649414,8.521278381347656,0.9810104966163636,0.2768279612064361
danet/cdf/frames/id0_id1_0000/680.png,1,2.514666080474853,12.620251655578612,3.782860517501831,3.1816446781158447,0.2903662919998169
danet/cdf/frames/id0_id1_0000/816.png,1,1.0359336137771606,13.41679859161377,11.779865264892578,2.433491945266724,0.288923054933548
danet/cdf/frames/id0_id1_0000/907.png,1,-0.158113495,13.299494743347168,10.219317436218262,1.163777470588684,0.3243960738182068
danet/cdf/frames/id0_id1_0001/058.png,1,-1.21434617,13.063886642456056,6.131749153137207,0.9365049004554749,0.0977000519633293
danet/cdf/frames/id0_id1_0001/146.png,1,-1.386657715,14.470099449157717,-0.3659431934356689,0.1977696567773819,-0.0118751069530844
danet/cdf/frames/id0_id1_0001/175.png,1,-0.381504357,11.74910831451416,12.44575023651123,0.3490354418754577,0.2533886432647705
danet/cdf/frames/id0_id1_0001/674.png,1,-0.277211398,12.823562622070312,0.3917608559131622,0.0648245438933372,-0.2706932723522186
