image,label,logit_f3net,logit_FIRE,logit_freqnet,logit_spsl,logit_srm
faceswap/faceswap/cdf/frames/id0_id16_0003/017.png,1,3.6016857624053955,13.13454818725586,9.58854866027832,4.200780391693115,0.3812626600265503
faceswap/faceswap/cdf/frames/id0_id16_0003/340.png,1,2.823868989944458,13.247504234313965,5.645514965057373,4.054123401641846,0.3402076363563537
faceswap/faceswap/cdf/frames/id0_id16_0003/408.png,1,3.708670139312744,14.015059471130373,4.439300537109375,4.752791881561279,0.4177854061126709
faceswap/faceswap/cdf/frames/id0_id16_0003/510.png,1,2.5291290283203125,13.143743515014648,-0.7078694105148315,3.6412642002105713,0.2287794798612594
faceswap/faceswap/cdf/frames/id0_id16_0004/167.png,1,3.678255081176758,13.844952583312988,5.61883544921875,4.674551486968994,0.4971623122692108
faceswap/faceswap/cdf/frames/id0_id16_0004/272.png,1,2.8230907917022705,12.869755744934082,3.204092502593994,3.2347307205200195,0.3427441716194153
faceswap/faceswap/cdf/frames/id0_id16_0004/283.png,1,3.013232469558716,11.970147132873535,-4.311598777770996,3.994052410125733,0.3950942456722259
faceswap/faceswap/cdf/frames/id0_id16_0004/293.png,1,3.4574131965637207,12.596979141235352,6.992490768432617,3.4221842288970947,0.314904510974884
faceswap/faceswap/cdf/frames/id0_id16_0007/072.png,1,3.1492722034454346,13.05744171142578,-2.0693883895874023,4.773720264434815,0.393844872713089
faceswap/faceswap/cdf/frames/id0_id16_0007/276.png,1,-0.13522270321846,12.508419036865234,7.256729125976562,1.0796451568603516,0.2502205073833465
faceswap/faceswap/cdf/frames/id0_id16_0007/288.png,1,1.4135286808013916,12.67226219177246,2.839982271194458,1.6003488302230835,0.2740634679794311
faceswap/faceswap/cdf/frames/id0_id16_0007/336.png,1,1.2243733406066897,12.06143569946289,-0.197968304157257,2.039302110671997,0.2726469933986664
faceswap/faceswap/cdf/frames/id0_id17_0000/090.png,1,3.9438321590423584,12.432985305786133,39.66039657592773,3.7037949562072754,0.6568428874015808
faceswap/faceswap/cdf/frames/id0_id17_0000/120.png,1,3.4593958854675293,14.02799129486084,31.97774124145508,2.9409596920013428,0.3969013094902038
faceswap/faceswap/cdf/frames/id0_id17_0000/362.png,1,3.562657833099365,13.500863075256348,13.617753028869627,2.9068045616149902,0.5070196986198425
faceswap/faceswap/cdf/frames/id0_id17_0000/392.png,1,3.908599376678467,11.844072341918944,16.52381134033203,3.3697962760925293,0.5253201723098755
faceswap/faceswap/cdf/frames/id0_id1_0000/135.png,1,3.276333332061768,13.575444221496582,38.60624313354492,5.622437477111816,0.6143245100975037
faceswap/faceswap/cdf/frames/id0_id1_0000/407.png,1,3.494417905807495,13.33387851715088,63.6741943359375,6.166935443878174,0.6177407503128052
faceswap/faceswap/cdf/frames/id0_id1_0000/422.png,1,3.980634927749634,13.717937469482422,53.82586669921875,6.400314331054688,0.672065794467926
faceswap/faceswap/cdf/frames/id0_id1_0000/452.png,1,3.894524097442627,13.383036613464355,49.31076431274414,6.5143022537231445,0.6099936962127686
faceswap/faceswap/cdf/frames/id0_id1_0001/019.png,1,3.6679282188415527,14.073997497558594,-3.905193567276001,6.948424816131592,0.7465002536773682
faceswap/faceswap/cdf/frames/id0_id1_0001/048.png,1,3.0231406688690186,13.621902465820312,-6.492758274078369,5.769702911376953,0.5424187183380127
faceswap/faceswap/cdf/frames/id0_id1_0001/058.png,1,3.789675235748291,13.766321182250977,-5.679144859313965,7.885835647583008,0.5844959616661072
faceswap/faceswap/cdf/frames/id0_id1_0001/214.png,1,2.2259809970855717,10.897082328796388,8.437159538269043,3.48116135597229,0.4556248784065246
faceswap/faceswap/cdf/frames/id0_id1_0005/000.png,1,3.679008960723877,13.638487815856934,-14.593026161193848,5.382909774780273,0.4702253639698028
faceswap/faceswap/cdf/frames/id0_id1_0005/280.png,1,3.502322196960449,13.650148391723633,2.219233989715576,8.104442596435547,0.6545812487602234
faceswap/faceswap/cdf/frames/id0_id1_0005/310.png,1,3.7680630683898926,13.00511074066162,8.537261009216309,7.042986869812012,0.5738043189048767
faceswap/faceswap/cdf/frames/id0_id1_0005/339.png,1,3.371801853179932,12.914690971374512,1.0397555828094482,8.143312454223633,0.6699171662330627
faceswap/faceswap/cdf/frames/id0_id1_0007/096.png,1,3.470489263534546,11.846551895141602,-2.000283479690552,3.878145217895508,0.4035324156284332
faceswap/faceswap/cdf/frames/id0_id1_0007/120.png,1,3.041515588760376,12.81550407409668,-1.420076847076416,2.7824573516845703,0.2526976764202118
faceswap/faceswap/cdf/frames/id0_id1_0007/132.png,1,2.648756504058838,12.861831665039062,-0.3327189683914184,2.352169752120972,0.2806711196899414
faceswap/faceswap/cdf/frames/id0_id1_0007/288.png,1,2.4103150367736816,12.734084129333496,-0.3799963593482971,2.54578709602356,0.2864952981472015
faceswap/faceswap/cdf/frames/id0_id20_0006/085.png,1,2.548858642578125,11.359955787658691,3.2397148609161377,4.127590656280518,0.3332861661911011
faceswap/faceswap/cdf/frames/id0_id20_0006/171.png,1,2.9353389739990234,13.268362045288086,11.620137214660645,4.799694061279297,0.4208739101886749
