image,label,logit_f3net,logit_FIRE,logit_freqnet,logit_spsl,logit_srm
ddim/cdf/Fake_from_Celeb-real/id0_0000/Celeb-real_id13_0015_409.png,1,-0.3144696652889251,-18.65701484680176,-26.74045181274414,1.9747073650360107,0.2665218710899353
ddim/cdf/Fake_from_Celeb-real/id0_0000/YouTube-real_00073_305.png,1,-0.3841379582881927,-19.51505279541016,-22.326641082763672,0.4745051264762878,0.2790692150592804
ddim/cdf/Fake_from_Celeb-real/id0_0000/YouTube-real_00138_278.png,1,-0.7738989591598511,-14.31436824798584,-35.77992248535156,2.024163007736206,0.2603814303874969
ddim/cdf/Fake_from_Celeb-real/id0_0000/YouTube-real_00280_012.png,1,-0.7153925895690918,-18.354995727539062,-24.901763916015625,1.7740801572799685,0.0195692535489797
ddim/cdf/Fake_from_Celeb-real/id0_0001/Celeb-real_id20_0006_063.png,1,-1.6667382717132568,-17.80692481994629,-7.554729461669922,-0.7893286347389221,-0.2773619294166565
ddim/cdf/Fake_from_Celeb-real/id0_0001/YouTube-real_00068_137.png,1,-0.5975301861763,-13.497710227966309,-26.452356338500977,1.741782546043396,0.0219308994710445
ddim/cdf/Fake_from_Celeb-real/id0_0001/YouTube-real_00079_235.png,1,2.355915069580078,-18.418869018554688,-36.407745361328125,4.023532867431641,0.2352805733680725
ddim/cdf/Fake_from_Celeb-real/id0_0001/YouTube-real_00120_210.png,1,-2.4143195152282715,-15.95793342590332,-17.85692596435547,0.1710398495197296,-0.2807976305484772
ddim/cdf/Fake_from_Celeb-real/id0_0002/Celeb-real_id31_0006_105.png,1,-2.5803260803222656,-18.8248233795166,-33.68349075317383,0.3731844425201416,-0.241033524274826
ddim/cdf/Fake_from_Celeb-real/id0_0002/Celeb-real_id36_0009_138.png,1,-0.8702545166015625,-18.55635643005371,-17.486188888549805,1.6817599534988403,0.330724149942398
ddim/cdf/Fake_from_Celeb-real/id0_0002/YouTube-real_00023_447.png,1,4.509552001953125,-18.002885818481445,-24.48701858520508,2.355890989303589,0.5156465172767639
ddim/cdf/Fake_from_Celeb-real/id0_0002/YouTube-real_00113_340.png,1,-1.5620450973510742,-13.344449043273926,-33.05525588989258,1.187727928161621,-0.2171594202518463
ddim/cdf/Fake_from_Celeb-real/id0_0003/Celeb-real_id32_0007_132.png,1,0.2421090602874755,-12.92794132232666,-24.603946685791016,2.242969751358032,0.2121649533510208
ddim/cdf/Fake_from_Celeb-real/id0_0003/YouTube-real_00190_374.png,1,0.0545098297297954,-14.50363063812256,0.8950144052505493,2.002324342727661,0.3264499306678772
ddim/cdf/Fake_from_Celeb-real/id0_0003/YouTube-real_00212_093.png,1,0.864912211894989,-11.918793678283691,-13.553974151611328,3.922161102294922,0.5184405446052551
ddim/cdf/Fake_from_Celeb-real/id0_0003/YouTube-real_00281_413.png,1,2.9539554119110107,-18.16099739074707,-31.456348419189453,2.8850209712982178,0.3161438703536987
ddim/cdf/Fake_from_Celeb-real/id0_0004/Celeb-real_id11_0009_370.png,1,1.3800523281097412,-18.127487182617188,-12.74168300628662,3.1079680919647217,0.3683816790580749
ddim/cdf/Fake_from_Celeb-real/id0_0004/Celeb-real_id19_0009_087.png,1,3.351077079772949,-16.199207305908203,-31.976158142089844,3.623586654663086,0.3301559686660766
ddim/cdf/Fake_from_Celeb-real/id0_0004/Celeb-real_id1_0005_285.png,1,-2.7963526248931885,-18.525060653686523,-20.556804656982425,0.1564114689826965,-0.332015186548233
ddim/cdf/Fake_from_Celeb-real/id0_0004/YouTube-real_00026_000.png,1,1.505654215812683,-18.44594955444336,-32.2119140625,3.9358084201812735,0.2977913916110992
ddim/cdf/Fake_from_Celeb-real/id0_0005/Celeb-real_id11_0002_057.png,1,1.1099531650543213,-1.0673431158065796,-15.594706535339355,2.1586971282958984,0.2297459989786148
ddim/cdf/Fake_from_Celeb-real/id0_0005/Celeb-real_id54_0002_230.png,1,0.1309399306774139,-14.069361686706545,-18.612546920776367,2.266772747039795,0.3380924463272095
ddim/cdf/Fake_from_Celeb-real/id0_0005/Celeb-real_id5_0001_122.png,1,1.1022920608520508,-17.097410202026367,1.3612174987792969,2.7631382942199707,0.2766333520412445
ddim/cdf/Fake_from_Celeb-real/id0_0005/YouTube-real_00013_061.png,1,-0.0562944039702415,-17.717878341674805,-25.360301971435547,0.4584129452705383,0.2720106840133667
ddim/cdf/Fake_from_Celeb-real/id0_0006/Celeb-real_id34_0001_121.png,1,-1.6186060905456543,-18.42198944091797,-14.958403587341309,-0.3379890024662018,-0.3058924078941345
ddim/cdf/Fake_from_Celeb-real/id0_0006/Celeb-real_id37_0002_029.png,1,0.0371429026126861,-17.925397872924805,-4.393120288848877,3.0465517044067383,0.3540597558021545
ddim/cdf/Fake_from_Celeb-real/id0_0006/Celeb-real_id37_0008_466.png,1,-0.5089072585105896,-18.348976135253903,-30.96221923828125,1.2457561492919922,0.1861457824707031
ddim/cdf/Fake_from_Celeb-real/id0_0006/YouTube-real_00083_161.png,1,0.1890799254179,-16.2271728515625,-8.444377899169922,1.0131105184555054,0.2950255274772644
ddim/cdf/Fake_from_Celeb-real/id0_0007/Celeb-real_id35_0000_407.png,1,-0.2570992708206177,-18.390958786010746,-24.490936279296875,0.6619408130645752,0.2655145823955536
ddim/cdf/Fake_from_Celeb-real/id0_0007/Celeb-real_id46_0002_110.png,1,-0.0073634684085845,-16.980777740478516,-21.719898223876957,1.940958023071289,0.3066600561141968
ddim/cdf/Fake_from_Celeb-real/id0_0007/Celeb-real_id49_0007_234.png,1,-0.0724503919482231,-18.20267105102539,-34.958744049072266,2.3849709033966064,0.2522331178188324
ddim/cdf/Fake_from_Celeb-real/id0_0007/Celeb-real_id58_0000_215.png,1,-0.933792233467102,-15.140321731567385,-10.930954933166504,1.9823731184005735,-0.0950828194618225
ddim/cdf/Fake_from_Celeb-real/id0_0008/Celeb-real_id11_0000_276.png,1,-0.8115171790122986,-16.874094009399414,-7.141251564025879,2.1577579975128174,0.2719551622867584
ddim/cdf/Fake_from_Celeb-real/id0_0008/Celeb-real_id21_0002_322.png,1,-0.7952135801315308,-17.719654083251953,-17.92381477355957,1.0419864654541016,-0.2860394418239593
ddim/cdf/Fake_from_Celeb-real/id0_0008/YouTube-real_00039_029.png,1,-0.8512353301048279,-11.987704277038574,-23.70099449157715,0.1611383408308029,-0.2970991730690002
ddim/cdf/Fake_from_Celeb-real/id0_0008/YouTube-real_00187_222.png,1,0.5514318346977234,8.29552936553955,-23.054035186767575,2.112297773361206,0.258678525686264
ddim/cdf/Fake_from_Celeb-real/id0_0009/Celeb-real_id10_0009_482.png,1,-1.0137717723846436,-17.773029327392578,-14.87673282623291,2.4900097846984863,0.2321903556585312
ddim/cdf/Fake_from_Celeb-real/id0_0009/Celeb-real_id30_0001_029.png,1,-2.5628650188446045,4.855409622192383,-16.364402770996094,0.79327791929245,-0.1987884044647216
ddim/cdf/Fake_from_Celeb-real/id0_0009/Celeb-real_id41_0002_128.png,1,-2.4674384593963623,-17.368709564208984,-8.956442832946777,-0.9535955190658568,-0.3322839736938476
ddim/cdf/Fake_from_Celeb-real/id0_0009/Celeb-real_id56_0003_201.png,1,-1.7318036556243896,-16.267717361450195,-31.88612937927246,2.636317491531372,-0.2602146565914154
ddim/cdf/Fake_from_Celeb-real/id10_0000/Celeb-real_id40_0006_071.png,1,2.19698429107666,-17.168771743774414,-19.315231323242188,3.9997880458831783,0.3994823694229126
